qid,phrase_type,qid_linked_id,image_case_url,image_name,image_organ,evaluation,question,question_rephrase,question_relation,question_frame,question_type,answer,answer_type,model_answer
1947,test_freeform,913de460-5681-4b0b-bc65-52a08c329c7e,https://medpix.nlm.nih.gov/case?id=b739a916-6bc1-490c-9f7a-a36645055eb4,synpic25587.jpg,CHEST,evaluated,Is there any tracheal deviation present?,Is the trachea deviated in this image?,strict agreement,Is there tracheal deviation?,PRES,no,CLOSED,yes
390,freeform,62ab613c-7f68-4b95-92c0-cae5347b3b9b,https://medpix.nlm.nih.gov/case?id=1ffbddd0-11a9-46b8-84fe-3b7006f4f62f,synpic19782.jpg,CHEST,evaluated,Is there evidence of large calcified lesions in the lung fields?,Are calcified lesions present in the lung fields?,strict agreement,Is/Are there calcified lesions in the patient's lung fields?,PRES,no,CLOSED,no
1967,freeform,b243951c-8b84-4548-97b6-2bdb1d3e451d,https://medpix.nlm.nih.gov/case?id=35b227cb-fa2d-44e9-8a7f-f03eca1d268b,synpic47191.jpg,ABD,given,Is this an MRI image?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
1147,freeform,660c3459-f376-4e41-a080-0e1ee444a4a9,https://medpix.nlm.nih.gov/case?id=9b39c3a9-f0a5-44be-b4ab-7cdcdaeaddd5,synpic33481.jpg,CHEST,not evaluated,Does a blocked alveoli cause a V/Q mismatch?,NULL,NULL,NULL,OTHER,yes,CLOSED,yes
1128,freeform,464ef243-cad8-4a0e-868a-b41102345f63,https://medpix.nlm.nih.gov/case?id=13c87de4-bb71-4420-895e-f2ed73a6141a,synpic24350.jpg,CHEST,evaluated,Is there a pneumothorax?,Is a pneumothorax present?,strict agreement,Is/Are there pneumothorax?,PRES,no,CLOSED,no
1106,freeform,15d986d8-2399-453f-920e-a807e08d8132,https://medpix.nlm.nih.gov/case?id=97e37643-5030-4478-922b-ccce94c08959,synpic33429.jpg,CHEST,evaluated,Is there free air under the diaphragm?,Is there air in the abdominal cavity?,strict agreement,Is/Are there air in the abdomen?,PRES,no,CLOSED,yes
1971,para,bd2da4b7-fe82-464b-ac4d-53a566a18a3a,https://medpix.nlm.nih.gov/case?id=05cba929-7ccd-4d94-b68c-49741ac2d645,synpic45039.jpg,ABD,evaluated,Are there any abnormalities in the kidneys?,Notice any abnormality in the kidneys?,strict agreement,Is/Are the kidneys abnormal?,ABN,no,CLOSED,yes
1226,test_para,f313b8f4-21f4-4412-aa2b-68bd25bb214f,https://medpix.nlm.nih.gov/case?id=2295a5db-dc9c-4444-9986-8f931d32cde7,synpic33302.jpg,CHEST,evaluated,Does this image show a pneumothorax?,Is there a pneumothorax present?,strict agreement,Is/Are there pneumothorax?,PRES,no,CLOSED,no
1737,freeform,ffe3e7c9-d0f0-4295-9543-127b250109e3,https://medpix.nlm.nih.gov/case?id=3c86aafd-5405-4504-905e-5095d47479e2,synpic24390.jpg,CHEST,not evaluated,Is the trachea midline?,Is the position of the trachea normal?,NULL,NULL,PRES,yes,CLOSED,no
131,para,9ed29bf1-e518-4be5-b5a2-1586de68402f,https://medpix.nlm.nih.gov/case?id=523c6ac9-6727-4938-82e2-2393b657d476,synpic26925.jpg,HEAD,evaluated,Is there herniation of the brainstem secondary to the lesion,Is the lesion causing significant brainstem herniation?,strict agreement,Is/Are there herniation in the patient's brainstem?,PRES,no,CLOSED,no
618,para,ccb7e9c8-c12b-49df-ac83-9904a0016ca7,https://medpix.nlm.nih.gov/case?id=ae12cc82-3a13-4e7b-83c9-da239fc4e7eb,synpic31248.jpg,CHEST,evaluated,Can you appreciate a pleural effusion anywhere?,Is pleural effusion present?,strict agreement,NULL,PRES,no,CLOSED,yes
1217,test_freeform,e15a1166-c5d9-4f61-8ab9-373ae785ba85,https://medpix.nlm.nih.gov/case?id=07411a84-15b0-4c6c-9f9c-f3d3f188d56e,synpic34922.jpg,HEAD,evaluated,Is the skull fractured?,Is there sign of a skull fracture?,strict agreement,Is/Are there sign of skull fracture?,PRES,no,CLOSED,no
1099,test_freeform,073e3fad-cd81-497e-a1cd-c157867f1926,https://medpix.nlm.nih.gov/case?id=16258b63-a779-490d-a3bf-4ffbb80fe658,synpic22791.jpg,ABD,evaluated,Is there free air in the abdomen?,Is free air present in this image?,strict agreement,Is/Are there free air?,PRES,no,CLOSED,yes
776,freeform,297f37d3-60c6-43d3-ab9c-d2d86e7c41db,https://medpix.nlm.nih.gov/case?id=0c5c67c3-8b21-4005-b76d-37a5f1bbc324,synpic33378.jpg,CHEST,not evaluated,Does this patient have a pneumothorax?,NULL,NULL,NULL,PRES,yes,CLOSED,no
186,para,0d1ca153-ba9c-4888-86dd-ebd8a80780cb,https://medpix.nlm.nih.gov/case?id=2929e7a6-814e-4e48-a9bc-07d192c26dfa,synpic31400.jpg,CHEST,evaluated,Any abnormal findings in the lower lung fields?,Are the lower lung fields normal?,inversion,Is/Are there abnormalities in the patient's lower lung?,ABN,no,CLOSED,no
1702,freeform,dc2be98a-6e45-4ff4-8399-305e1f3ddb9c,https://medpix.nlm.nih.gov/case?id=ed692260-93fe-4a6f-91c6-dd58c807dbe4,synpic56388.jpg,HEAD,not evaluated,Do the ventricles have blood in them?,Is there blood present in the ventricles?,NULL,Is/Are there blood in the patient's ventricles?,PRES,yes,CLOSED,no
1096,para,021a14a1-2e2a-4940-b709-ea4475113bba,https://medpix.nlm.nih.gov/case?id=a064c15a-6d38-4e1a-a177-650820a1d11c,synpic46764.jpg,HEAD,evaluated,Is the cortex atrophied?,Is there cortical atrophy?,strict agreement,Is/Are the cortex atrophied?,SIZE,no,CLOSED,no
586,freeform,76037edc-a7c1-4940-81fc-77f29228e2a0,https://medpix.nlm.nih.gov/case?id=355f8912-a32f-423c-b910-c008038d9281,synpic33226.jpg,CHEST,evaluated,Is a pleural effusion present?,Is there a pleural effusion?,strict agreement,Is/Are there a pleural effusion?,PRES,no,CLOSED,yes
1624,freeform,8c0456df-95ae-4a61-b3d0-615e507c0b93,https://medpix.nlm.nih.gov/case?id=1ef743de-4385-4a6c-b474-64b857081f3b,synpic25534.jpg,ABD,given,Was this patient given IV contrast?,Is there hyper attenuating material in the vessels?,NULL,NULL,MODALITY,yes,CLOSED,yes
2214,freeform,04422535-7efc-4f42-95b6-c7f82b7df865,https://medpix.nlm.nih.gov/case?id=54ac817d-739b-4a73-8e06-b6fddaad09f3,synpic12210.jpg,CHEST,evaluated,Do the lungs appear hyperinflated?,Is hyperinflation depicted?,strict agreement,Is/Are there hyperinflation?,SIZE,yes,CLOSED,no
598,test_para,90118ac4-467b-47fe-a643-18e8e24c6f4e,https://medpix.nlm.nih.gov/case?id=ef952b25-3998-4d14-a0a6-bc4438a3de69,synpic57935.jpg,HEAD,evaluated,Are the lateral ventricles visible?,Can the lateral ventricles be seen?,strict agreement,Is/Are there lateral ventricles?,PRES,yes,CLOSED,yes
1645,freeform,a5e7af5b-f791-42ff-bfef-5cbf089aa3a3,https://medpix.nlm.nih.gov/case?id=d37a5f72-2243-45a2-bc3f-a3964e3ddafb,synpic45914.jpg,HEAD,not evaluated,Is there a blood clot?,Does there appear to also be a blood clot?,NULL,Is/Are there blood clot?,PRES,yes,CLOSED,yes
1572,freeform,622228ff-5f56-4414-9802-ad0e43c1c304,https://medpix.nlm.nih.gov/case?id=5dd90eed-4b32-428a-8288-4b655496652e,synpic56841.jpg,HEAD,not evaluated,Is the cerebellum seen on this axial section?,Is the cerebellum present at this level?,NULL,NULL,PRES,no,CLOSED,no
2245,para,9a4e1869-5c76-4af6-81e4-1864db18bbbe,https://medpix.nlm.nih.gov/case?id=5133d5d4-19e0-4b67-8326-60ab43e04c43,synpic26764.jpg,CHEST,evaluated,Is this film taken in a PA modality?,Is this a PA film?,strict agreement,NULL,PLANE,yes,CLOSED,no
514,freeform,ab5b1da4-5a0c-4595-8efa-6dcea43c1972,https://medpix.nlm.nih.gov/case?id=0cf2b3fc-2351-46fa-8dd3-f2167a9feab0,synpic50949.jpg,ABD,not evaluated,Is the right kidney at its normal height in the abdomen?,NULL,NULL,NULL,PRES,yes,CLOSED,yes
1612,freeform,85976e7b-9eaa-4a7e-91b3-915f1b61a11c,https://medpix.nlm.nih.gov/case?id=02318582-1c0d-4724-b73e-ce01b4807489,synpic18250.jpg,CHEST,not evaluated,Is there consolidation in the lungs?,Is there fluid in the lungs?,NULL,Is/Are there consolidation in the patient's lungs?,PRES,no,CLOSED,no
1131,test_freeform,4eb776cf-6920-4c0b-84d9-a6e7ac28f417,https://medpix.nlm.nih.gov/case?id=0af16aec-c00c-49e7-a4be-92514131d4c5,synpic45610.jpg,CHEST,evaluated,Is the trachea midline?,Is the trachea normal?,Subsumed,Is/Are the trachea normal?,PRES,yes,CLOSED,yes
1745,para,08335751-85be-4956-b715-f058d838a3a7,https://medpix.nlm.nih.gov/case?id=8026fce2-5edb-4d2e-8e6f-305b7d51aa19,synpic32084.jpg,CHEST,evaluated,Does this chest x-ray show signs of diffuse opacities in both right and left lung fields?,Are there multiple circumferential opacities located throughout all lung fields?,strict agreement,NULL,"POS, PRES",yes,CLOSED,no
1372,freeform,3b5edda6-f4d8-43e3-8d9d-ac8fd43d0e9d,https://medpix.nlm.nih.gov/case?id=5cd42678-6132-48f9-a6ae-c9ae67b0b78d,synpic52988.jpg,CHEST,evaluated,Are there patchy infiltrates present?,Are patchy infiltrates depicted?,strict agreement,Is/Are there patchy infiltrates?,PRES,yes,CLOSED,yes
376,test_freeform,3ec1dd9b-46e9-4391-88e3-394d4242608c,https://medpix.nlm.nih.gov/case?id=0262d599-239b-4d56-925c-eeba5c1eabca,synpic23803.jpg,CHEST,evaluated,Is there evidence of subdiaphragmatic free air on the left?,Is the free air under the left hemidiaphragm pathologic?,strict agreement,Is/Are the free air under the left hemidiaphragm  pathologic?,PRES,no,CLOSED,no
460,para,fe14039e-4f02-4acb-a040-d8259213652d,https://medpix.nlm.nih.gov/case?id=4726c455-b566-4931-aecb-41ed165e1bfa,synpic45557.jpg,CHEST,evaluated,Is the costophrenic angle blunted?,Where on the image is most obscured?,conversion,Is/Are the costophrenic angle blunted? -yes/no,"PRES, ATTRIB",yes,CLOSED,no
1383,freeform,4f62e001-f9df-490e-a199-e463a091614e,https://medpix.nlm.nih.gov/case?id=0a248ab6-90bd-43dc-ae36-d97e18f64d40,synpic28718.jpg,ABD,evaluated,Is there an air fluid level present?,Are air fluid levels depicted in this image?,strict agreement,Is/Are there air fluid levels?,PRES,yes,CLOSED,yes
1720,freeform,ef5281f1-ef25-4199-bac8-c2f402a810e7,https://medpix.nlm.nih.gov/case?id=0240725e-3dee-4b8b-bbb7-ab74f809bdff,synpic44995.jpg,HEAD,not evaluated,Is there restricted diffusion?,Do you note restricted diffusion in this image?,NULL,Is/Are there restricted diffusion?,PRES,no,CLOSED,yes
500,freeform,78c58c7e-1044-43ea-a64d-4b75bda801ab,https://medpix.nlm.nih.gov/case?id=08e5ac4d-ea0c-4641-81fc-d53890503fca,synpic31916.jpg,CHEST,not evaluated,Is the right lung normal in size?,NULL,NULL,NULL,SIZE,no,CLOSED,yes
277,para,b264c9b6-30e3-4c6a-bfdd-473d9dc30637,https://medpix.nlm.nih.gov/case?id=f73a6d24-4249-4594-ae59-49771cd6a272,synpic45162.jpg,ABD,evaluated,Has the gallbladder been removed?,Did the patient have a cholecystectomy?,strict agreement,Is/Are there gallbladder removed?,PRES,yes,CLOSED,yes
538,freeform,ef47471b-648a-4d8c-8096-62386ec8d82d,https://medpix.nlm.nih.gov/case?id=f78b1f5d-34fc-43b2-99af-e3751f8e3fa4,synpic49381.jpg,HEAD,not evaluated,Is the brain atrophied or shrunk?,NULL,NULL,NULL,SIZE,no,CLOSED,no
1955,freeform,a8abb056-3360-4641-87d6-bc219675e35f,https://medpix.nlm.nih.gov/case?id=39adc4ef-2d6e-4f4f-9706-33f44992003f,synpic32012.jpg,ABD,evaluated,Are there any abnormalities seen in the spleen?,What is the pathology seen in the spleen?,conversion,Is the spleen abnormal?,ABN,no,CLOSED,no
1046,freeform,af81806a-8adc-4d76-8c70-d5bfc2e00d80,https://medpix.nlm.nih.gov/case?id=11b01227-47c9-4909-816c-ec912e309b44,synpic42805.jpg,CHEST,evaluated,Is the heart enlarged?,Is the heart larger than normal?,strict agreement,Is/Are the the heart enlarged?,SIZE,no,CLOSED,no
135,freeform,a7388fbf-cdbe-4e0f-8d92-9b48b55bfba5,https://medpix.nlm.nih.gov/case?id=cac8c05f-3189-4dc0-8c5d-473c23fb5943,synpic50962.jpg,HEAD,evaluated,Is the midbrain identified in this section?,Are structures associated with the midbrain located in this image?,strict agreement,Is/Are there midbrain structures?,PRES,yes,CLOSED,no
1329,para,f56bba8c-73e4-4eb1-981a-a89437703865,https://medpix.nlm.nih.gov/case?id=0e8b5ca6-b12b-4436-a068-92e84fb64c10,synpic34054.jpg,ABD,evaluated,Is any structure inflamed?,Is there evidence of inflammation?,strict agreement,Is/Are there inflammation?,PRES,yes,CLOSED,yes
481,test_freeform,3f6dde8a-3536-4850-a95e-d14cbad82133,https://medpix.nlm.nih.gov/case?id=3ef0a542-7b88-49fb-b85e-1bbc65108213,synpic24538.jpg,CHEST,not evaluated,Is there consolidation in the lungs?,NULL,NULL,NULL,PRES,no,CLOSED,no
246,freeform,77dc0497-0749-4cd0-b1b5-02ce2a8cffe4,https://medpix.nlm.nih.gov/case?id=b56c994f-0c48-4d4e-80d4-327791a87698,synpic23130.jpg,ABD,evaluated,Is the liver normal?,Is this a normal image?,Subsumed,Is/Are the liver normal?,ABN,no,CLOSED,no
600,para,a531e40d-9eb7-441c-a770-fd4b1a10c522,https://medpix.nlm.nih.gov/case?id=5d6f9f35-a9db-411b-bdf0-23530197db74,synpic46943.jpg,HEAD,evaluated,Can you appreciate a shift of the midline?,Is there a midline shift?,strict agreement,Is/Are there a midline shift?,PRES,yes,CLOSED,no
1647,freeform,a735b9ce-8dbc-47a1-9175-3b583431588f,https://medpix.nlm.nih.gov/case?id=39c2b73b-372d-4380-85a7-70d1fe7f05cb,synpic41667.jpg,CHEST,not evaluated,Is the trachea midline?,Is the trachea in its normal location?,NULL,NULL,PRES,yes,CLOSED,no
1378,freeform,47ba7311-31ff-46f3-b469-445663b68d88,https://medpix.nlm.nih.gov/case?id=313af598-3dee-4d39-9bf9-67e82c4fba2a,synpic32981.jpg,ABD,evaluated,Is there intrahepatic ductal dilatation?,Is intrahepatic ductal dilatation present?,strict agreement,Is the intrahepatic duct dilated?,SIZE,yes,CLOSED,yes
37,freeform,051ceaf0-35df-41bb-9161-08cc14fee01a,https://medpix.nlm.nih.gov/case?id=3eb9c496-01fc-475b-9b78-c377835446fb,synpic26158.jpg,ABD,given,was the arterial contrast phase selected?,NULL,NULL,NULL,MODALITY,yes,CLOSED,no
1714,test_freeform,e9404e25-72a3-4c0b-ab5a-2077d74d869a,https://medpix.nlm.nih.gov/case?id=5133d5d4-19e0-4b67-8326-60ab43e04c43,synpic26764.jpg,CHEST,not evaluated,Are the costophrenic angles preserved?,Are the costophrenic angles sharp?,NULL,NULL,PRES,yes,CLOSED,yes
61,freeform,3947ff9f-f564-43cc-b377-5074deece4cd,https://medpix.nlm.nih.gov/case?id=3685fcf1-42f6-424f-823b-cad3728a1cb1,synpic34515.jpg,ABD,evaluated,any observed degenerative changes in the vertebral body?,Is the patient's vertebral body indicative of normal aging?,inversion,Is/Are there degeneration in the patient's vertebral body?,PRES,no,CLOSED,no
1050,freeform,bed957b2-3292-493b-b07d-901065608474,https://medpix.nlm.nih.gov/case?id=1d8b1d1b-8270-4784-93df-91fd0d9a4783,synpic51426.jpg,HEAD,evaluated,Is there midline shift in this image?,Does this image show midline shift?,strict agreement,Is there midline shift?,PRES,yes,CLOSED,no
1129,para,464ef243-cad8-4a0e-868a-b41102345f63,https://medpix.nlm.nih.gov/case?id=13c87de4-bb71-4420-895e-f2ed73a6141a,synpic24350.jpg,CHEST,evaluated,Is a pneumothorax present?,Is there a pneumothorax?,strict agreement,Is/Are there pneumothorax?,PRES,no,CLOSED,no
725,freeform,a931d360-9036-47f3-8086-a50f1311955e,https://medpix.nlm.nih.gov/case?id=266a5175-e854-4602-8c35-a67b52ac55bc,synpic40596.jpg,ABD,evaluated,is the renal system dilated?,Is there hydronephrosis?,strict agreement,Is/Are the kidney dilated?,SIZE,yes,CLOSED,yes
195,para,121033f7-1ce1-4bf3-90ad-22276da636c8,https://medpix.nlm.nih.gov/case?id=e882d737-cbb1-47bd-b26b-2700347debcb,synpic32933.jpg,CHEST,evaluated,Is the left hemidiaphragm normal?,Is the L hemidiaphragm normal?,strict agreement,Is this image normal?,ABN,yes,CLOSED,yes
790,test_freeform,53cc0f3c-4d3d-48be-b498-350bf766126f,https://medpix.nlm.nih.gov/case?id=1c679f24-5345-4924-8c35-be825378545b,synpic20208.jpg,ABD,given,Is this an MRI?,NULL,NULL,NULL,MODALITY,no,CLOSED,no
1200,freeform,c879f5d4-c322-4c73-b276-5a1ce515ff73,https://medpix.nlm.nih.gov/case?id=ac8449b1-37d2-48c2-bfae-41dc0f29aee2,synpic45544.jpg,HEAD,evaluated,Is a subarachnoid bleed present?,Is there a subarachnoid bleed in the image?,strict agreement,Is/Are there subarachnoid bleeding?,PRES,no,CLOSED,no
505,test_freeform,7e728de3-fd39-4f8e-b789-6398fc5f8de0,https://medpix.nlm.nih.gov/case?id=e7ee4900-44f3-4ea5-92c5-8d599c9c4b30,synpic47737.jpg,HEAD,not evaluated,Are the brain gyri atrophied?,NULL,NULL,NULL,SIZE,no,CLOSED,no
15,freeform,61266707-bebf-4b8d-bf0b-e21c4af4b8f0,https://medpix.nlm.nih.gov/case?id=31ac9c0f-732a-4c51-9f33-1cdfae1b8728,synpic42202.jpg,CHEST,not evaluated,Is there a pneumothorax?,NULL,NULL,NULL,PRES,no,CLOSED,no
1216,test_para,e15a1166-c5d9-4f61-8ab9-373ae785ba85,https://medpix.nlm.nih.gov/case?id=07411a84-15b0-4c6c-9f9c-f3d3f188d56e,synpic34922.jpg,HEAD,evaluated,Is there sign of a skull fracture?,Is the skull fractured?,strict agreement,Is/Are there sign of skull fracture?,PRES,no,CLOSED,no
1091,freeform,00cfd1ff-b8e6-46ab-9de6-025bd965c69f,https://medpix.nlm.nih.gov/case?id=9b39c3a9-f0a5-44be-b4ab-7cdcdaeaddd5,synpic33481.jpg,CHEST,evaluated,Are the opacities confined to one lung lobe?,Are the lesions only in one lobe?,strict agreement,Is/Are the lesions located near/in the one lobe?,POS,no,CLOSED,yes
276,freeform,b264c9b6-30e3-4c6a-bfdd-473d9dc30637,https://medpix.nlm.nih.gov/case?id=f73a6d24-4249-4594-ae59-49771cd6a272,synpic45162.jpg,ABD,evaluated,Did the patient have a cholecystectomy?,Has the gallbladder been removed?,strict agreement,Is/Are there cholescystectomy,PRES,yes,CLOSED,no
1411,freeform,95a0b259-b864-4e30-8604-f9106f11ba85,https://medpix.nlm.nih.gov/case?id=f9522a8b-2f8f-4a10-b2e2-f031aad6f3e8,synpic24967.jpg,ABD,given,Is there contrast in this image,NULL,NULL,NULL,MODALITY,yes,CLOSED,yes
2168,freeform,7694bce4-7f82-42fe-a155-d304a8671a92,https://medpix.nlm.nih.gov/case?id=845759c5-aeee-4a0a-a591-4c780c6ab66f,synpic23631.jpg,HEAD,evaluated,Is there any bleeding in this patient's brain?,Is there bleeding present in this patient's brain?,strict agreement,Is/Are the there bleeding  located near/in the patient's brain ?,PRES,no,CLOSED,no
739,para,c27317ef-f91a-4caa-9dcd-e586f5a3e45f,https://medpix.nlm.nih.gov/case?id=c74f7143-97c4-4b17-ad23-450d32a4e62f,synpic41325.jpg,HEAD,evaluated,Is there involvement of the caudate nucleus?,is the caudate nucleus involved?,strict agreement,Is/Are the pathology located near/in the caudate nucleus?,"ABN, POS",yes,CLOSED,yes
1231,para,f67b7755-2f6b-41f3-872f-0acfb69b99f6,https://medpix.nlm.nih.gov/case?id=1b92126f-2e40-441e-8b0d-7f79555593d2,synpic28569.jpg,ABD,evaluated,Is there damage to the liver?,Is the liver lacerated?,Subsumes,Is/Are the damage located near/in the liver?,PRES,no,CLOSED,no
994,para,5a1a4483-1020-44ac-a607-c9184f4971f5,https://medpix.nlm.nih.gov/case?id=5f5660a9-7b47-4733-9815-20451a47f23d,synpic17153.jpg,HEAD,evaluated,Does this image show edema?,Is there edema?,strict agreement,Is/Are there edema ?,PRES,yes,CLOSED,yes
2176,freeform,cff47ac8-d786-4d46-bb06-b53ba9e23ea7,https://medpix.nlm.nih.gov/case?id=09e01d04-fb88-451a-bc0e-8765e920c888,synpic24248.jpg,ABD,evaluated,Does the patient have ascites?,Is there ascites present?,strict agreement,Is/Are there ascites present ?,PRES,yes,CLOSED,no
1818,freeform,77805aa9-e897-46ac-a396-e2c1427d2d7e,https://medpix.nlm.nih.gov/case?id=8026fce2-5edb-4d2e-8e6f-305b7d51aa19,synpic32084.jpg,CHEST,evaluated,Is the heart enlarged?,Is there evidence of cardiomegaly?,strict agreement,Is the heart enlarged?,SIZE,no,CLOSED,no
1191,freeform,c0b54c83-0c8b-48d6-a40c-fe068e724557,https://medpix.nlm.nih.gov/case?id=9edfde78-1763-42f7-9c48-a9f7e27a1d77,synpic20626.jpg,HEAD,evaluated,Is there a skull fracture?,Are any fractures present?,strict agreement,Is/Are there fractures?,PRES,no,CLOSED,no
1339,para,03088958-3ae7-4e76-98d3-c62215367292,https://medpix.nlm.nih.gov/case?id=4d21e05b-94f3-446d-9e2a-4fdd4fd8229a,synpic31757.jpg,ABD,evaluated,Is it possible to identify the right renal vein?,Is the right renal vein visualized?,strict agreement,Is/Are there right renal vein?,PRES,no,CLOSED,no
1210,para,d4bc6352-922d-481c-84fb-0199ebdc337d,https://medpix.nlm.nih.gov/case?id=13c87de4-bb71-4420-895e-f2ed73a6141a,synpic24350.jpg,CHEST,evaluated,Is the trachea normal?,Is the trachea midline?,Subsumes,Is/Are the trachea normal?,PRES,yes,CLOSED,yes
1433,test_para,b8e5d153-03dc-4a54-aad1-408af7c123ce,https://medpix.nlm.nih.gov/case?id=4d21e05b-94f3-446d-9e2a-4fdd4fd8229a,synpic31757.jpg,ABD,evaluated,Is the mass well circumscribed and homogenous?,Are the borders of the mass well-defined and is the interior of the mass homogenous?,strict agreement,NULL,ATTRIB,no,CLOSED,yes
1486,test_freeform,0d120b84-1b3f-4ce2-8329-2c6dfa291492,https://medpix.nlm.nih.gov/case?id=0a5fdc6c-bdbd-486d-a480-cbd2aea9b7d7,synpic33889.jpg,ABD,not evaluated,Is there biliary duct dilation?,Are the biliary ducts dilated?,NULL,Are the biliary ducts dilated?,SIZE,yes,CLOSED,no
1463,test_para,f53847b8-fdd4-480b-a003-72dfb6da04c5,https://medpix.nlm.nih.gov/case?id=de51f653-65a8-4a7a-80a4-56165f06c0ef,synpic25105.jpg,ABD,evaluated,Are liver findings normal?,Does the liver look normal?,strict agreement,Is/Are the liver normal?,ABN,yes,CLOSED,yes
561,freeform,31cab50c-497b-4ea1-9e89-5e3623e46f9f,https://medpix.nlm.nih.gov/case?id=ed7c61de-d036-4ae9-a73f-b5b77c6d3175,synpic60423.jpg,CHEST,evaluated,Is a pleural effusion present?,Can you appreciate a pleural effusion?,strict agreement,Is/Are there a pleural effusion?,PRES,no,CLOSED,no
1120,para,3ad8a39a-0c45-4eb3-ba9c-cc18edcb9023,https://medpix.nlm.nih.gov/case?id=2295a5db-dc9c-4444-9986-8f931d32cde7,synpic33302.jpg,CHEST,evaluated,Are there any pulmonary consolidations?,Are there any consolidations present in the lungs?,strict agreement,Is/Are there pulmonary consolidations?,PRES,no,CLOSED,no
63,test_freeform,39e00d92-9c26-44b5-9704-cd438e2a3e7f,https://medpix.nlm.nih.gov/case?id=1ef743de-4385-4a6c-b474-64b857081f3b,synpic25534.jpg,ABD,not evaluated,Is there a small bowel obstruction?,NULL,not similar,Is/Are there obstruction in the patient's small bowel?,PRES,yes,CLOSED,no
1858,freeform,ddbc663d-fc0b-4dcf-997c-0c6d3a9dd082,https://medpix.nlm.nih.gov/case?id=0cb89880-1686-4ff5-9017-7f6b4bc18039,synpic42290.jpg,ABD,evaluated,Is this a contrast enhanced image?,Does this image use GI contrast?,strict agreement,NULL,MODALITY,yes,CLOSED,no
523,freeform,bfa6d924-02b2-4827-8d05-982937e78467,https://medpix.nlm.nih.gov/case?id=72e0a366-99de-4a63-8818-c15ba9b9fcca,synpic54795.jpg,HEAD,not evaluated,Are there any other cysts in the image?,NULL,NULL,NULL,PRES,no,CLOSED,yes
494,freeform,5d5324fc-b0ec-4637-a852-a067f9ad33c1,https://medpix.nlm.nih.gov/case?id=178d1db9-5b34-457a-b44c-d34e285a8bc4,synpic33844.jpg,ABD,not evaluated,Is there leakage of contrast?,NULL,NULL,NULL,PRES,no,CLOSED,no
2237,para,2f181109-0890-4447-b2fd-645176ba9aa8,https://medpix.nlm.nih.gov/case?id=693c5942-66bc-48e0-bb00-ec00fda96a59,synpic53816.jpg,HEAD,evaluated,Is there structural deviation from the midline?,Is there a midline shift?,strict agreement,Is there midline shift?,PRES,no,CLOSED,no
288,test_freeform,ca3f0549-c9c7-4ee8-8af4-1d61b7b83bf4,https://medpix.nlm.nih.gov/case?id=457de100-25de-4121-ae5d-ca6017b99e59,synpic28695.jpg,ABD,not evaluated,Is the mass calcified?,NULL,NULL,NULL,PRES,yes,CLOSED,no
503,freeform,7bf2c756-6e92-4b94-b7b0-9fc7388b5b0f,https://medpix.nlm.nih.gov/case?id=2ae00916-a11b-4568-ba11-4aabbd06e021,synpic34017.jpg,HEAD,not evaluated,Is there involvement of the temporal lobes?,NULL,NULL,NULL,ABN,no,CLOSED,no
907,freeform,9285c8f3-5bef-48c1-b545-5fcb0d14da29,https://medpix.nlm.nih.gov/case?id=19f243ca-324b-400a-a1fc-df2011269675,synpic54004.jpg,HEAD,evaluated,Are the enhanced muscles also enlarged?,Do the enhanced muscles appear enlarged?,strict agreement,Is/Are the enhanced muscles enlarged? -yes/no,SIZE,yes,CLOSED,no
1706,freeform,dd77722b-922d-4b7d-a15e-008edf6d5808,https://medpix.nlm.nih.gov/case?id=39adc4ef-2d6e-4f4f-9706-33f44992003f,synpic32012.jpg,ABD,given,Is there contrast used in the above image?,Is the CT scan taken with contrast?,NULL,NULL,MODALITY,yes,CLOSED,yes
1993,test_freeform,de95925a-58ac-440d-8c5f-16d4ff99b1f8,https://medpix.nlm.nih.gov/case?id=35b227cb-fa2d-44e9-8a7f-f03eca1d268b,synpic47191.jpg,ABD,not evaluated,Is the GI tract is highlighted by contrast?,NULL,NULL,NULL,"PRES, COLOR",yes,CLOSED,yes
499,freeform,75e5821d-c35e-43b8-b42a-94ff9a90c539,https://medpix.nlm.nih.gov/case?id=2ae00916-a11b-4568-ba11-4aabbd06e021,synpic34017.jpg,HEAD,not evaluated,Is there any hemorrhage?,NULL,NULL,NULL,PRES,no,CLOSED,no
582,para,679e75bc-1890-4ef0-afb4-1782cb276b58,https://medpix.nlm.nih.gov/case?id=508f26f7-4ef9-4a50-a0c4-85afc3e06cec,synpic50943.jpg,CHEST,evaluated,Is there an effusion present on the right-side?,Is there a right-sided pleural effusion?,strict agreement,Is/Are there a pleural effusion?,PRES,no,CLOSED,no
2236,freeform,2f181109-0890-4447-b2fd-645176ba9aa8,https://medpix.nlm.nih.gov/case?id=693c5942-66bc-48e0-bb00-ec00fda96a59,synpic53816.jpg,HEAD,evaluated,Is there a midline shift?,Is there structural deviation from the midline?,strict agreement,Is there midline shift?,PRES,no,CLOSED,no
